#feid	gene_name	gene_id	pub_ref	pub_desc	organism_id	assay	molecule_assayed	stage	sex	anatomy	expression_uniquename	anatomy_desc	anatomy_id	start_stage_name	start_stage_id	end_stage_name	end_stage_id
100843	E(spl)m8-HLH	FBgn0000591	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 8	not specified	mesectoderm	FBex0018986	mesectoderm	FBbt:00000136	embryonic stage 6	FBdv:00005318	embryonic stage 8	FBdv:00005322
100844	E(spl)m8-HLH	FBgn0000591	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 8	not specified	amnioserosa anlage	FBex0017639	amnioserosa anlage	FBbt:00017017	embryonic stage 6	FBdv:00005318	embryonic stage 8	FBdv:00005322
100845	E(spl)m8-HLH	FBgn0000591	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	ventral neurectoderm	FBex0006461	ventral neurectoderm	FBbt:00001061	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100846	E(spl)m8-HLH	FBgn0000591	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	proneural cluster	FBex0018987	proneural cluster	FBbt:00001135	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100847	E(spl)m8-HLH	FBgn0000591	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	endoderm	FBex0018988	endoderm	FBbt:00000125	embryonic stage 9	FBdv:00005323	embryonic stage 9	FBdv:00005323
100848	E(spl)m8-HLH	FBgn0000591	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic head segment	FBex0018989	embryonic head segment	FBbt:00000157	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100849	E(spl)m8-HLH	FBgn0000591	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic thoracic segment	FBex0018990	embryonic thoracic segment	FBbt:00000167	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100850	E(spl)m7-HLH	FBgn0002633	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 8	not specified	mesectoderm	FBex0018986	mesectoderm	FBbt:00000136	embryonic stage 6	FBdv:00005318	embryonic stage 8	FBdv:00005322
100851	E(spl)m7-HLH	FBgn0002633	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 8	not specified	amnioserosa anlage	FBex0017639	amnioserosa anlage	FBbt:00017017	embryonic stage 6	FBdv:00005318	embryonic stage 8	FBdv:00005322
100852	E(spl)m7-HLH	FBgn0002633	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	ventral neurectoderm	FBex0006461	ventral neurectoderm	FBbt:00001061	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100853	E(spl)m7-HLH	FBgn0002633	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	proneural cluster	FBex0018987	proneural cluster	FBbt:00001135	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100854	E(spl)m7-HLH	FBgn0002633	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 11	not specified	mesoderm	FBex0004425	mesoderm	FBbt:00000126	embryonic stage 11	FBdv:00005325	embryonic stage 11	FBdv:00005325
100855	E(spl)m7-HLH	FBgn0002633	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	endoderm	FBex0018988	endoderm	FBbt:00000125	embryonic stage 9	FBdv:00005323	embryonic stage 9	FBdv:00005323
100856	E(spl)m7-HLH	FBgn0002633	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic head segment	FBex0018989	embryonic head segment	FBbt:00000157	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100857	E(spl)m7-HLH	FBgn0002633	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic thoracic segment	FBex0018990	embryonic thoracic segment	FBbt:00000167	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100858	E(spl)m5-HLH	FBgn0002631	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 8	not specified	mesectoderm	FBex0018986	mesectoderm	FBbt:00000136	embryonic stage 6	FBdv:00005318	embryonic stage 8	FBdv:00005322
100859	E(spl)m5-HLH	FBgn0002631	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 8	not specified	amnioserosa anlage	FBex0017639	amnioserosa anlage	FBbt:00017017	embryonic stage 6	FBdv:00005318	embryonic stage 8	FBdv:00005322
100860	E(spl)m5-HLH	FBgn0002631	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	ventral neurectoderm	FBex0006461	ventral neurectoderm	FBbt:00001061	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100861	E(spl)m5-HLH	FBgn0002631	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	proneural cluster	FBex0018987	proneural cluster	FBbt:00001135	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100862	E(spl)m5-HLH	FBgn0002631	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	endoderm	FBex0018988	endoderm	FBbt:00000125	embryonic stage 9	FBdv:00005323	embryonic stage 9	FBdv:00005323
100863	E(spl)m5-HLH	FBgn0002631	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic head segment	FBex0018989	embryonic head segment	FBbt:00000157	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100864	E(spl)m5-HLH	FBgn0002631	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic thoracic segment	FBex0018990	embryonic thoracic segment	FBbt:00000167	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100865	E(spl)m3-HLH	FBgn0002609	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	ventral neurectoderm	FBex0006461	ventral neurectoderm	FBbt:00001061	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100866	E(spl)m3-HLH	FBgn0002609	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	proneural cluster	FBex0018987	proneural cluster	FBbt:00001135	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100867	E(spl)m3-HLH	FBgn0002609	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	endoderm	FBex0018988	endoderm	FBbt:00000125	embryonic stage 9	FBdv:00005323	embryonic stage 9	FBdv:00005323
100868	E(spl)m3-HLH	FBgn0002609	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic head segment	FBex0018989	embryonic head segment	FBbt:00000157	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100869	E(spl)m3-HLH	FBgn0002609	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic thoracic segment	FBex0018990	embryonic thoracic segment	FBbt:00000167	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100870	E(spl)mbeta-HLH	FBgn0002733	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	ventral neurectoderm	FBex0006461	ventral neurectoderm	FBbt:00001061	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100871	E(spl)mbeta-HLH	FBgn0002733	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	proneural cluster	FBex0018987	proneural cluster	FBbt:00001135	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100872	E(spl)mbeta-HLH	FBgn0002733	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	endoderm	FBex0018988	endoderm	FBbt:00000125	embryonic stage 9	FBdv:00005323	embryonic stage 9	FBdv:00005323
100873	E(spl)mbeta-HLH	FBgn0002733	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic head segment	FBex0018989	embryonic head segment	FBbt:00000157	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100874	E(spl)mbeta-HLH	FBgn0002733	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic thoracic segment	FBex0018990	embryonic thoracic segment	FBbt:00000167	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100875	E(spl)mgamma-HLH	FBgn0002735	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	ventral neurectoderm	FBex0006461	ventral neurectoderm	FBbt:00001061	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100876	E(spl)mgamma-HLH	FBgn0002735	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	proneural cluster	FBex0018987	proneural cluster	FBbt:00001135	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100877	E(spl)mgamma-HLH	FBgn0002735	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	endoderm	FBex0018988	endoderm	FBbt:00000125	embryonic stage 9	FBdv:00005323	embryonic stage 9	FBdv:00005323
100878	E(spl)mgamma-HLH	FBgn0002735	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic head segment	FBex0018989	embryonic head segment	FBbt:00000157	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100879	E(spl)mgamma-HLH	FBgn0002735	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic thoracic segment	FBex0018990	embryonic thoracic segment	FBbt:00000167	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100880	E(spl)mdelta-HLH	FBgn0002734	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	ventral neurectoderm	FBex0006461	ventral neurectoderm	FBbt:00001061	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100881	E(spl)mdelta-HLH	FBgn0002734	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	proneural cluster	FBex0018987	proneural cluster	FBbt:00001135	embryonic stage 8	FBdv:00005322	embryonic stage 11	FBdv:00005325
100882	E(spl)mdelta-HLH	FBgn0002734	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 9	not specified	endoderm	FBex0018988	endoderm	FBbt:00000125	embryonic stage 9	FBdv:00005323	embryonic stage 9	FBdv:00005323
100883	E(spl)mdelta-HLH	FBgn0002734	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic head segment	FBex0018989	embryonic head segment	FBbt:00000157	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100884	E(spl)mdelta-HLH	FBgn0002734	FBrf0108485	Wech et al., 1999, Dev. Genes Evol. 209(6): 370--375	1	in situ	RNA	embryonic stage 15	not specified	embryonic thoracic segment	FBex0018990	embryonic thoracic segment	FBbt:00000167	embryonic stage 12	FBdv:00005327	embryonic stage 15	FBdv:00005332
100887	KP78b	FBgn0026063	FBrf0151337	Halfon et al., 2002, Genome Res. 12(7): 1019--1028	1	in situ	RNA	embryonic stage 12	not specified	mesoderm	FBex0018992	mesoderm	FBbt:00000126	embryonic stage 12	FBdv:00005327	embryonic stage 12	FBdv:00005327
100899	Vrp1	FBgn0243516	FBrf0202337	Kim et al., 2007, Dev. Cell 12(4): 571--586	1	in situ	RNA	embryonic stage 14	not specified	embryonic somatic muscle cell	FBex0018998	embryonic somatic muscle cell	FBbt:00005649	embryonic stage 11	FBdv:00005325	embryonic stage 14	FBdv:00005330
100900	Vrp1	FBgn0243516	FBrf0202337	Kim et al., 2007, Dev. Cell 12(4): 571--586	1	in situ	RNA	embryonic stage 14	not specified	embryonic visceral muscle cell	FBex0018999	embryonic visceral muscle cell	FBbt:00005653	embryonic stage 11	FBdv:00005325	embryonic stage 14	FBdv:00005330
100930	Tm2	FBgn0004117	FBrf0064482	Gremke et al., 1993, Dev. Biol. 159(2): 513--527	1	in situ	RNA	embryonic stage 13	not specified	visceral trunk mesoderm	FBex0003041	visceral trunk mesoderm	FBbt:00000130	embryonic stage 13	FBdv:00005328	embryonic stage 13	FBdv:00005328
100931	Tm2	FBgn0004117	FBrf0064482	Gremke et al., 1993, Dev. Biol. 159(2): 513--527	1	in situ	RNA	embryonic stage 13	not specified	somatic trunk mesoderm	FBex0005369	somatic trunk mesoderm	FBbt:00000129	embryonic stage 13	FBdv:00005328	embryonic stage 13	FBdv:00005328
100932	Tm2	FBgn0004117	FBrf0064482	Gremke et al., 1993, Dev. Biol. 159(2): 513--527	1	in situ	RNA	embryonic stage 15	not specified	embryonic somatic muscle cell	FBex0019024	embryonic somatic muscle cell	FBbt:00005649	embryonic stage 15	FBdv:00005332	embryonic stage 15	FBdv:00005332
100935	dpn	FBgn0010109	FBrf0083890	Emery and Bier, 1995, Development 121(11): 3549--3560	1	in situ	RNA	embryonic stage 9	not specified	stage 1 neuroblast	FBex0016413	stage 1 neuroblast	FBbt:00001370	embryonic stage 9	FBdv:00005323	embryonic stage 9	FBdv:00005323
100936	dpn	FBgn0010109	FBrf0083890	Emery and Bier, 1995, Development 121(11): 3549--3560	1	in situ	RNA	late extended germ band stage	not specified	neuroblast of ventral nervous system	FBex0019027	neuroblast of ventral nervous system	FBbt:00001369	embryonic stage 10	FBdv:00005324	embryonic stage 13	FBdv:00005328
100937	dpn	FBgn0010109	FBrf0083890	Emery and Bier, 1995, Development 121(11): 3549--3560	1	in situ	RNA	embryonic stage 12	not specified	sensory mother cell	FBex0001810	sensory mother cell	FBbt:00001137	embryonic stage 10	FBdv:00005324	embryonic stage 12	FBdv:00005327
100938	dpn	FBgn0010109	FBrf0083890	Emery and Bier, 1995, Development 121(11): 3549--3560	1	in situ	RNA	embryonic stage 15	not specified	sensory neuron	FBex0019028	sensory neuron	FBbt:00005124	embryonic stage 13	FBdv:00005328	embryonic stage 15	FBdv:00005332
100939	scrt	FBgn0004880	FBrf0083890	Emery and Bier, 1995, Development 121(11): 3549--3560	1	in situ	RNA	embryonic stage 9	not specified	stage 1 neuroblast	FBex0016413	stage 1 neuroblast	FBbt:00001370	embryonic stage 9	FBdv:00005323	embryonic stage 9	FBdv:00005323
100940	scrt	FBgn0004880	FBrf0083890	Emery and Bier, 1995, Development 121(11): 3549--3560	1	in situ	RNA	late extended germ band stage	not specified	neuroblast of ventral nervous system	FBex0019027	neuroblast of ventral nervous system	FBbt:00001369	embryonic stage 10	FBdv:00005324	embryonic stage 13	FBdv:00005328
100941	scrt	FBgn0004880	FBrf0083890	Emery and Bier, 1995, Development 121(11): 3549--3560	1	in situ	RNA	embryonic stage 11	not specified	sensory mother cell	FBex0019029	sensory mother cell	FBbt:00001137	embryonic stage 11	FBdv:00005325	embryonic stage 11	FBdv:00005325
100942	scrt	FBgn0004880	FBrf0083890	Emery and Bier, 1995, Development 121(11): 3549--3560	1	in situ	RNA	embryonic stage 12	not specified	embryonic ganglion mother cell	FBex0019030	embryonic ganglion mother cell	FBbt:00001433	embryonic stage 12	FBdv:00005327	embryonic stage 12	FBdv:00005327
100943	scrt	FBgn0004880	FBrf0083890	Emery and Bier, 1995, Development 121(11): 3549--3560	1	in situ	RNA	embryonic stage 15	not specified	sensory neuron	FBex0019028	sensory neuron	FBbt:00005124	embryonic stage 13	FBdv:00005328	embryonic stage 15	FBdv:00005332
100950	grh	FBgn0259211	FBrf0085247	Huang et al., 1995, Genes Dev. 9(24): 3177--3189	1	in situ	RNA	oogenesis stage S6	not specified	oocyte	FBex0019034	oocyte	FBbt:00004886	oogenesis stage S6	FBdv:00005266	oogenesis stage S6	FBdv:00005266
100951	grh	FBgn0259211	FBrf0085247	Huang et al., 1995, Genes Dev. 9(24): 3177--3189	1	in situ	RNA	oogenesis stage S6	not specified	nurse cell	FBex0019035	nurse cell	FBbt:00004878	oogenesis stage S6	FBdv:00005266	oogenesis stage S6	FBdv:00005266
100952	grh	FBgn0259211	FBrf0085247	Huang et al., 1995, Genes Dev. 9(24): 3177--3189	1	in situ	RNA	embryonic cycle 13	not specified	organism	FBex0019036	organism	FBbt:00000001	embryonic cycle 13	FBdv:00005309	embryonic cycle 13	FBdv:00005309
100953	grh	FBgn0259211	FBrf0085247	Huang et al., 1995, Genes Dev. 9(24): 3177--3189	1	in situ	RNA	embryonic stage 5	not specified	organism	FBex0019037	organism	FBbt:00000001	embryonic stage 5	FBdv:00005311	embryonic stage 5	FBdv:00005311
100963	Act57B	FBgn0000044	FBrf0141643	Kelly et al., 2002, Mech. Dev. 110(1-2): 39--50	1	in situ	RNA	late extended germ band stage	not specified	visceral trunk mesoderm	FBex0019045	visceral trunk mesoderm	FBbt:00000130	embryonic stage 10	FBdv:00005324	embryonic stage 13	FBdv:00005328
100964	Act57B	FBgn0000044	FBrf0141643	Kelly et al., 2002, Mech. Dev. 110(1-2): 39--50	1	in situ	RNA	embryonic stage 12	not specified	somatic trunk mesoderm	FBex0012448	somatic trunk mesoderm	FBbt:00000129	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
100965	Act57B	FBgn0000044	FBrf0141643	Kelly et al., 2002, Mech. Dev. 110(1-2): 39--50	1	in situ	RNA	embryonic stage 14	not specified	trunk visceral muscle primordium	FBex0019046	trunk visceral muscle primordium	FBbt:00005519	embryonic stage 12	FBdv:00005327	embryonic stage 14	FBdv:00005330
100966	Act57B	FBgn0000044	FBrf0141643	Kelly et al., 2002, Mech. Dev. 110(1-2): 39--50	1	in situ	RNA	embryonic stage 14	not specified	somatic muscle primordium	FBex0019047	somatic muscle primordium	FBbt:00005518	embryonic stage 12	FBdv:00005327	embryonic stage 14	FBdv:00005330
100967	Act57B	FBgn0000044	FBrf0141643	Kelly et al., 2002, Mech. Dev. 110(1-2): 39--50	1	in situ	RNA	embryonic stage 17	not specified	larval visceral muscle cell	FBex0019048	larval visceral muscle cell	FBbt:00001035	embryonic stage 15	FBdv:00005332	embryonic stage 17	FBdv:00005335
100968	Act57B	FBgn0000044	FBrf0141643	Kelly et al., 2002, Mech. Dev. 110(1-2): 39--50	1	in situ	RNA	embryonic stage 17	not specified	larval somatic muscle cell	FBex0002995	larval somatic muscle cell	FBbt:00000464	embryonic stage 15	FBdv:00005332	embryonic stage 17	FBdv:00005335
100969	Act57B	FBgn0000044	FBrf0141643	Kelly et al., 2002, Mech. Dev. 110(1-2): 39--50	1	in situ	RNA	embryonic stage 17	not specified	embryonic/larval heart	FBex0019049	embryonic/larval heart	FBbt:00001675	embryonic stage 16	FBdv:00005334	embryonic stage 17	FBdv:00005335
101006	Cad74A	FBgn0036715	FBrf0207291	Zartman et al., 2008, Dev. Biol. 322(2): 289--301	1	in situ	RNA	oogenesis stage S13	not specified	follicle cell	FBex0019070	follicle cell	FBbt:00004904	oogenesis stage S10	FBdv:00005270	oogenesis stage S13	FBdv:00005278
101007	Cad74A	FBgn0036715	FBrf0207291	Zartman et al., 2008, Dev. Biol. 322(2): 289--301	1	in situ	RNA	oogenesis stage S13	not specified	border follicle cell	FBex0019071	border follicle cell	FBbt:00004905	oogenesis stage S10	FBdv:00005270	oogenesis stage S13	FBdv:00005278
101008	Cad74A	FBgn0036715	FBrf0207291	Zartman et al., 2008, Dev. Biol. 322(2): 289--301	1	in situ	RNA	oogenesis stage S13	not specified	dorsal appendage	FBex0019072	dorsal appendage	FBbt:00000046	oogenesis stage S13	FBdv:00005278	oogenesis stage S13	FBdv:00005278
