sample_accession	experiment_id	library_id	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
SAMEA9307947	ERP130174	ERX5791489	ERR6154733	907608	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154733/ERR6154733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154733/ERR6154733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154733/FCA_P60_Wnt4_ovary_C2_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154733/FCA_P60_Wnt4_ovary_C2_L004_R2.fastq.gz
SAMEA9307952	ERP130174	ERX5791494	ERR6154738	3515322	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154738/ERR6154738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154738/ERR6154738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154738/FCA_P60_Wnt4_ovary_C7_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154738/FCA_P60_Wnt4_ovary_C7_L004_R2.fastq.gz
SAMEA9307983	ERP130174	ERX5791525	ERR6154769	2703636	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154769/ERR6154769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154769/ERR6154769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154769/FCA_P60_Wnt4_ovary_E14_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154769/FCA_P60_Wnt4_ovary_E14_L004_R2.fastq.gz
SAMEA9308020	ERP130174	ERX5791562	ERR6154806	3879046	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154806/ERR6154806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154806/ERR6154806_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154806/FCA_P60_Wnt4_ovary_F3_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154806/FCA_P60_Wnt4_ovary_F3_L004_R2.fastq.gz
SAMEA9308030	ERP130174	ERX5791572	ERR6154816	2577826	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154816/ERR6154816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154816/ERR6154816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154816/FCA_P60_Wnt4_ovary_G13_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154816/FCA_P60_Wnt4_ovary_G13_L004_R2.fastq.gz
SAMEA9308047	ERP130174	ERX5791589	ERR6154833	3328414	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154833/ERR6154833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154833/ERR6154833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154833/FCA_P60_Wnt4_ovary_G6_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154833/FCA_P60_Wnt4_ovary_G6_L004_R2.fastq.gz
SAMEA9308056	ERP130174	ERX5791598	ERR6154842	5480798	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154842/ERR6154842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154842/ERR6154842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154842/FCA_P60_Wnt4_ovary_H15_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154842/FCA_P60_Wnt4_ovary_H15_L004_R2.fastq.gz
SAMEA9308127	ERP130174	ERX5791669	ERR6154913	3575330	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154913/ERR6154913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154913/ERR6154913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154913/FCA_P60_Wnt4_ovary_K14_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154913/FCA_P60_Wnt4_ovary_K14_L004_R2.fastq.gz
SAMEA9308142	ERP130174	ERX5791684	ERR6154928	2658904	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154928/ERR6154928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154928/ERR6154928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154928/FCA_P60_Wnt4_ovary_K5_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154928/FCA_P60_Wnt4_ovary_K5_L004_R2.fastq.gz
SAMEA9308214	ERP130174	ERX5791756	ERR6155000	2219732	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6155000/ERR6155000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6155000/ERR6155000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155000/FCA_P60_Wnt4_ovary_N5_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155000/FCA_P60_Wnt4_ovary_N5_L004_R2.fastq.gz
SAMEA9308217	ERP130174	ERX5791759	ERR6155003	3658748	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6155003/ERR6155003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6155003/ERR6155003_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155003/FCA_P60_Wnt4_ovary_N8_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155003/FCA_P60_Wnt4_ovary_N8_L004_R2.fastq.gz
SAMEA9308239	ERP130174	ERX5791781	ERR6155025	3691088	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6155025/ERR6155025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6155025/ERR6155025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155025/FCA_P60_Wnt4_ovary_O6_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155025/FCA_P60_Wnt4_ovary_O6_L004_R2.fastq.gz
SAMEA9308249	ERP130174	ERX5791791	ERR6155035	1031808	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6155035/ERR6155035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6155035/ERR6155035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155035/FCA_P60_Wnt4_ovary_P16_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155035/FCA_P60_Wnt4_ovary_P16_L004_R2.fastq.gz
SAMEA9308263	ERP130174	ERX5791805	ERR6155049	1858782	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6155049/ERR6155049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6155049/ERR6155049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155049/FCA_P60_Wnt4_ovary_P6_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155049/FCA_P60_Wnt4_ovary_P6_L004_R2.fastq.gz
SAMEA9307138	ERP130174	ERX5790682	ERR6153926	6305660	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6153926/ERR6153926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6153926/ERR6153926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153926/FCA_P53_female_ovary_B11_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153926/FCA_P53_female_ovary_B11_L004_R2.fastq.gz
SAMEA9307148	ERP130174	ERX5790692	ERR6153936	6160562	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6153936/ERR6153936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6153936/ERR6153936_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153936/FCA_P53_female_ovary_B20_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153936/FCA_P53_female_ovary_B20_L004_R2.fastq.gz
SAMEA9307538	ERP130174	ERX5791082	ERR6154326	4078596	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154326/ERR6154326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154326/ERR6154326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154326/FCA_P59_Wnt4_ovary_B3_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154326/FCA_P59_Wnt4_ovary_B3_L004_R2.fastq.gz
SAMEA9307627	ERP130174	ERX5791170	ERR6154414	2665396	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154414/ERR6154414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154414/ERR6154414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154414/FCA_P59_Wnt4_ovary_F19_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154414/FCA_P59_Wnt4_ovary_F19_L004_R2.fastq.gz
SAMEA9308255	ERP130174	ERX5791797	ERR6155041	5096268	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6155041/ERR6155041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6155041/ERR6155041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155041/FCA_P60_Wnt4_ovary_P21_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6155041/FCA_P60_Wnt4_ovary_P21_L004_R2.fastq.gz
SAMEA9307137	ERP130174	ERX5790681	ERR6153925	5406678	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6153925/ERR6153925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6153925/ERR6153925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153925/FCA_P53_female_ovary_B10_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153925/FCA_P53_female_ovary_B10_L004_R2.fastq.gz
SAMEA9307166	ERP130174	ERX5790710	ERR6153954	1348972	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6153954/ERR6153954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6153954/ERR6153954_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153954/FCA_P53_female_ovary_C15_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153954/FCA_P53_female_ovary_C15_L004_R2.fastq.gz
SAMEA9307177	ERP130174	ERX5790720	ERR6153964	1212314	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6153964/ERR6153964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6153964/ERR6153964_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153964/FCA_P53_female_ovary_C24_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153964/FCA_P53_female_ovary_C24_L004_R2.fastq.gz
SAMEA9307199	ERP130174	ERX5790742	ERR6153986	370868	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6153986/ERR6153986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6153986/ERR6153986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153986/FCA_P53_female_ovary_D22_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153986/FCA_P53_female_ovary_D22_L004_R2.fastq.gz
SAMEA9307314	ERP130174	ERX5790857	ERR6154101	10566864	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154101/ERR6154101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154101/ERR6154101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154101/FCA_P53_female_ovary_I18_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154101/FCA_P53_female_ovary_I18_L004_R2.fastq.gz
SAMEA9307403	ERP130174	ERX5790946	ERR6154190	4064674	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154190/ERR6154190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154190/ERR6154190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154190/FCA_P53_female_ovary_M11_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154190/FCA_P53_female_ovary_M11_L004_R2.fastq.gz
SAMEA9307501	ERP130174	ERX5791044	ERR6154288	7353694	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154288/ERR6154288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154288/ERR6154288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154288/FCA_P59_Wnt4_ovary_A13_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154288/FCA_P59_Wnt4_ovary_A13_L004_R2.fastq.gz
SAMEA9307506	ERP130174	ERX5791049	ERR6154293	8636184	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154293/ERR6154293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154293/ERR6154293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154293/FCA_P59_Wnt4_ovary_A18_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154293/FCA_P59_Wnt4_ovary_A18_L004_R2.fastq.gz
SAMEA9307511	ERP130174	ERX5791054	ERR6154298	4609128	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154298/ERR6154298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154298/ERR6154298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154298/FCA_P59_Wnt4_ovary_A22_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154298/FCA_P59_Wnt4_ovary_A22_L004_R2.fastq.gz
SAMEA9307512	ERP130174	ERX5791055	ERR6154299	8453922	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154299/ERR6154299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154299/ERR6154299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154299/FCA_P59_Wnt4_ovary_A23_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154299/FCA_P59_Wnt4_ovary_A23_L004_R2.fastq.gz
SAMEA9307513	ERP130174	ERX5791056	ERR6154300	2627568	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154300/ERR6154300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154300/ERR6154300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154300/FCA_P59_Wnt4_ovary_A24_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154300/FCA_P59_Wnt4_ovary_A24_L004_R2.fastq.gz
SAMEA9307518	ERP130174	ERX5791061	ERR6154305	4763158	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154305/ERR6154305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154305/ERR6154305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154305/FCA_P59_Wnt4_ovary_A6_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154305/FCA_P59_Wnt4_ovary_A6_L004_R2.fastq.gz
SAMEA9307522	ERP130174	ERX5791065	ERR6154309	1767314	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154309/ERR6154309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154309/ERR6154309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154309/FCA_P59_Wnt4_ovary_B10_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154309/FCA_P59_Wnt4_ovary_B10_L004_R2.fastq.gz
SAMEA9307526	ERP130174	ERX5791069	ERR6154313	6080450	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154313/ERR6154313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154313/ERR6154313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154313/FCA_P59_Wnt4_ovary_B14_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154313/FCA_P59_Wnt4_ovary_B14_L004_R2.fastq.gz
SAMEA9307532	ERP130174	ERX5791075	ERR6154319	1530474	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154319/ERR6154319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154319/ERR6154319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154319/FCA_P59_Wnt4_ovary_B1_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154319/FCA_P59_Wnt4_ovary_B1_L004_R2.fastq.gz
SAMEA9307536	ERP130174	ERX5791079	ERR6154323	1517314	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154323/ERR6154323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154323/ERR6154323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154323/FCA_P59_Wnt4_ovary_B23_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154323/FCA_P59_Wnt4_ovary_B23_L004_R2.fastq.gz
SAMEA9307537	ERP130174	ERX5791080	ERR6154324	6666520	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154324/ERR6154324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154324/ERR6154324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154324/FCA_P59_Wnt4_ovary_B24_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154324/FCA_P59_Wnt4_ovary_B24_L004_R2.fastq.gz
SAMEA9307545	ERP130174	ERX5791088	ERR6154332	6263684	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154332/ERR6154332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154332/ERR6154332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154332/FCA_P59_Wnt4_ovary_B9_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154332/FCA_P59_Wnt4_ovary_B9_L004_R2.fastq.gz
SAMEA9307549	ERP130174	ERX5791092	ERR6154336	13103978	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154336/ERR6154336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154336/ERR6154336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154336/FCA_P59_Wnt4_ovary_C13_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154336/FCA_P59_Wnt4_ovary_C13_L004_R2.fastq.gz
SAMEA9307552	ERP130174	ERX5791096	ERR6154340	4096218	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154340/ERR6154340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154340/ERR6154340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154340/FCA_P59_Wnt4_ovary_C17_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154340/FCA_P59_Wnt4_ovary_C17_L004_R2.fastq.gz
SAMEA9307555	ERP130174	ERX5791098	ERR6154342	4935206	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154342/ERR6154342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154342/ERR6154342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154342/FCA_P59_Wnt4_ovary_C19_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154342/FCA_P59_Wnt4_ovary_C19_L004_R2.fastq.gz
SAMEA9307557	ERP130174	ERX5791100	ERR6154344	4067200	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154344/ERR6154344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154344/ERR6154344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154344/FCA_P59_Wnt4_ovary_C20_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154344/FCA_P59_Wnt4_ovary_C20_L004_R2.fastq.gz
SAMEA9307558	ERP130174	ERX5791101	ERR6154345	9152014	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154345/ERR6154345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154345/ERR6154345_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154345/FCA_P59_Wnt4_ovary_C21_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154345/FCA_P59_Wnt4_ovary_C21_L004_R2.fastq.gz
SAMEA9307559	ERP130174	ERX5791102	ERR6154346	9989692	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154346/ERR6154346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154346/ERR6154346_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154346/FCA_P59_Wnt4_ovary_C22_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154346/FCA_P59_Wnt4_ovary_C22_L004_R2.fastq.gz
SAMEA9307560	ERP130174	ERX5791103	ERR6154347	3934818	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/007/ERR6154347/ERR6154347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/007/ERR6154347/ERR6154347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154347/FCA_P59_Wnt4_ovary_C23_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154347/FCA_P59_Wnt4_ovary_C23_L004_R2.fastq.gz
